From,Destination,Service Class,Via Place,Time,Slot Label,District,State,Population_Millions,Urbanisation Level,Region_Type,Interstate_Flag,Start,End,Urban_Level_Num,Interstate_Flag_Num
Mangaluru,Kolar,Express,Mysuru,17:00:00,2 PM - 6 PM,Kolar,Karnataka,1.75,Medium,Semi Rural,No,14:00:00,18:00:00,2,0
Mangaluru,B.C.Road,Ordinary,Farangipete,17:00:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Mermajalu,Ordinary,Farangipete,17:00:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Ballari,Express,"BC Road, Belthangadi",17:15:00,2 PM - 6 PM,Bellary,Karnataka,2.79,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Tawargera,Express,Kumta,17:15:00,2 PM - 6 PM,Koppal,Karnataka,1.58,Low,Mid Rural,No,14:00:00,18:00:00,1,0
Mangaluru,Bengaluru,Express,Sakleshpura,17:15:00,2 PM - 6 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,14:00:00,18:00:00,5,0
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",17:15:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Bagalakote,Express,Kumta,17:20:00,2 PM - 6 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,14:00:00,18:00:00,3,0
Mangaluru,Kundapura,Express,Udupi,17:20:00,2 PM - 6 PM,Udupi,Karnataka,1.34,Low,Mid Rural,No,14:00:00,18:00:00,1,0
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",17:30:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Adyar padavu,Limited,Thokkottu,17:30:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Jamakhandi,Rajahamsa,Kumta,17:30:00,2 PM - 6 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,14:00:00,18:00:00,3,0
Karwar,Subramanya,Express,Uppinangadi,17:30:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Harappanahalli,Express,Udupi,17:30:00,2 PM - 6 PM,Davanagere,Karnataka,2.22,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",17:45:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Kudala Sangama,Express,Kumta,17:45:00,2 PM - 6 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,14:00:00,18:00:00,3,0
Hubballi,Puttur,Express,Mysuru,17:45:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Mudipu,Limited,Thokkottu,17:55:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:00:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Ilkal,Express,Kumta,18:00:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Bengaluru,Express,Sakleshpura,18:00:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Mantralayam,Volvo,Udupi,18:00:00,6 PM - 10 PM,Kurnool,Andhra Pradesh,2.27,High,Mid Urban,Yes,18:00:00,22:00:00,4,1
Mangaluru,B.C.Road,Ordinary,Farangipete,18:00:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",18:00:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:05:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Dotihal,Express,Kumta,18:05:00,6 PM - 10 PM,Koppal,Karnataka,1.58,Low,Mid Rural,No,18:00:00,22:00:00,1,0
Bengaluru,Udupi,Express,Udupi,18:05:00,6 PM - 10 PM,Udupi,Karnataka,1.34,Low,Mid Rural,No,18:00:00,22:00:00,1,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:10:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:15:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Dammur,Express,Kumta,18:15:00,6 PM - 10 PM,Bellary,Karnataka,2.79,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:20:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Charmadi,Limited,"BC Road, Belthangadi",18:25:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Mudipu,Limited,Thokkottu,18:25:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:25:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,B.C.Road,Ordinary,Farangipete,18:25:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Hosapete,Express,"BC Road, Belthangadi",18:30:00,6 PM - 10 PM,Bellary,Karnataka,2.79,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:30:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Bagalakote,Express,Kumta,18:30:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Subramanya,Limited,Uppinangadi,18:30:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Bengaluru,Express,Mysuru,18:30:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:35:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:40:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:45:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Gadag,Express,Kumta,18:45:00,6 PM - 10 PM,Gadag,Karnataka,1.21,Very Low,Top Rural,No,18:00:00,22:00:00,0,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:50:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Ganjihal,Express,Kumta,18:50:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Mudipu,Limited,Thokkottu,18:55:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",18:55:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",19:00:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",19:00:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Vijayapura,Non Ac Sleeper,Kumta,19:00:00,6 PM - 10 PM,Bijapur,Karnataka,2.48,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kamatagi,Express,Kumta,19:00:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Bengaluru,Express,Sakleshpura,19:00:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Ballari,Non Ac Sleeper,Udupi,19:00:00,6 PM - 10 PM,Bellary,Karnataka,2.79,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,B.C.Road,Ordinary,Farangipete,19:00:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",19:08:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Kabbaragi,Express,Kumta,19:15:00,6 PM - 10 PM,Koppal,Karnataka,1.58,Low,Mid Rural,No,18:00:00,22:00:00,1,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",19:16:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Mudipu,Limited,Thokkottu,19:20:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Hungund,Express,Kumta,19:20:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",19:24:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Bagalakote,Express,Kumta,19:30:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Bengaluru,Express,Sakleshpura,19:30:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Sandur,Non Ac Sleeper,Hosapete,19:30:00,6 PM - 10 PM,Bellary,Karnataka,2.79,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Mysuru,Express,Madikeri,19:30:00,6 PM - 10 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",19:32:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,"Ankalimata, Talekat",Express,Kumta,19:35:00,6 PM - 10 PM,Raichur,Karnataka,2.2,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,19:35:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Adyar padavu,Limited,Thokkottu,19:40:00,6 PM - 10 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",19:40:00,6 PM - 10 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,18:00:00,22:00:00,1,1
Mangaluru,Muddebihal,Express,Kumta,19:45:00,6 PM - 10 PM,Bijapur,Karnataka,2.48,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,19:45:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Amingad,Express,Kumta,19:50:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Belagavi,Non Ac Sleeper,Kumta,20:00:00,6 PM - 10 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Express,Sakleshpura,20:00:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Davanagere,Non Ac Sleeper,Udupi,20:00:00,6 PM - 10 PM,Davanagere,Karnataka,2.22,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Davanagere,Express,"BC Road, Belthangadi",20:05:00,6 PM - 10 PM,Davanagere,Karnataka,2.22,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Bagalakote,Express,Kumta,20:05:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Bengaluru,Express,Sakleshpura,20:14:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Kushtagi,Express,Kumta,20:15:00,6 PM - 10 PM,Koppal,Karnataka,1.58,Low,Mid Rural,No,18:00:00,22:00:00,1,0
Mangaluru,Challakere,Rajahamsa,Udupi,20:15:00,6 PM - 10 PM,Chitradurga,Karnataka,1.89,Medium,Semi Rural,No,18:00:00,22:00:00,2,0
Mangaluru,Bilagi,Express,Kumta,20:30:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Ranebennur,Express,Kundapura,20:30:00,6 PM - 10 PM,Haveri,Karnataka,1.82,Medium,Semi Rural,No,18:00:00,22:00:00,2,0
Mangaluru,Ramdurg,Non Ac Sleeper,Kumta,20:30:00,6 PM - 10 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,20:30:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Express,Sakleshpura,20:40:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,20:43:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Gajendragad,Express,Kumta,20:45:00,6 PM - 10 PM,Gadag,Karnataka,1.21,Very Low,Top Rural,No,18:00:00,22:00:00,0,0
Mangaluru,Tirupati,Multi Axle,Sakleshpura,20:51:00,6 PM - 10 PM,Tirupati,Andhra Pradesh,2.2,High,Mid Urban,Yes,18:00:00,22:00:00,4,1
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,20:55:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Ernakulam,Multi Axle,Kasaragod,21:00:00,6 PM - 10 PM,Ernakulam,Kerala,3.41,Very High,Top Urban,Yes,18:00:00,22:00:00,5,1
Mangaluru,Koppal,Express,Kumta,21:00:00,6 PM - 10 PM,Koppal,Karnataka,1.58,Low,Mid Rural,No,18:00:00,22:00:00,1,0
Mangaluru,Bengaluru,Express,Sakleshpura,21:00:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,21:00:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Davanagere,Express,Udupi,21:00:00,6 PM - 10 PM,Davanagere,Karnataka,2.22,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Ooty,Rajahamsa,Madikeri,21:00:00,6 PM - 10 PM,The Nilgiris,Tamil Nadu,0.85,Very Low,Top Rural,Yes,18:00:00,22:00:00,0,1
Mangaluru,Badami,Express,Kumta,21:15:00,6 PM - 10 PM,Bagalkot,Karnataka,2.15,Moderate,Semi Urban,No,18:00:00,22:00:00,3,0
Mangaluru,Davanagere,Non Ac Sleeper,Udupi,21:15:00,6 PM - 10 PM,Davanagere,Karnataka,2.22,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,21:25:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Mysuru,21:28:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Gajendragad,Express,Kumta,21:30:00,6 PM - 10 PM,Gadag,Karnataka,1.21,Very Low,Top Rural,No,18:00:00,22:00:00,0,0
Mangaluru,Ballari,Express,Udupi,21:30:00,6 PM - 10 PM,Bellary,Karnataka,2.79,High,Mid Urban,No,18:00:00,22:00:00,4,0
Mangaluru,Mysuru,Rajahamsa,Madikeri,21:30:00,6 PM - 10 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru Airport,Multi Axle,Sakleshpura,21:35:00,6 PM - 10 PM,Bangalore Rural,Karnataka,1.12,Very Low,Top Rural,No,18:00:00,22:00:00,0,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,21:36:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Non Ac Sleeper,Mysuru,21:44:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,21:45:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,21:59:00,6 PM - 10 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,18:00:00,22:00:00,5,0
Mangaluru,Bengaluru,Dream class,Sakleshpura,22:00:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,22:00:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Davanagere,Non Ac Sleeper,Udupi,22:00:00,10 PM - 2 AM,Davanagere,Karnataka,2.22,High,Mid Urban,No,22:00:00,02:00:00,4,0
Mangaluru,Mysuru,Express,Madikeri,22:00:00,10 PM - 2 AM,Mysore,Karnataka,3.42,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Udupi,Mysuru,Express,Madikeri,22:00:00,10 PM - 2 AM,Mysore,Karnataka,3.42,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Express,Sakleshpura,22:10:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,22:12:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,22:15:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,22:20:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,22:22:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Yellapur,Express,Kumta,22:30:00,10 PM - 2 AM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,22:00:00,02:00:00,2,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,22:30:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,22:35:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Dream class,Sakleshpura,22:40:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Dream class,Sakleshpura,22:40:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,22:45:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Mysuru,Rajahamsa,Madikeri,22:45:00,10 PM - 2 AM,Mysore,Karnataka,3.42,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Manipal,Mysuru,Non Ac Sleeper,Madikeri,22:45:00,10 PM - 2 AM,Mysore,Karnataka,3.42,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Laxmeshwar,Express,Kumta,23:00:00,10 PM - 2 AM,Gadag,Karnataka,1.21,Very Low,Top Rural,No,22:00:00,02:00:00,0,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,23:00:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,23:00:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Mandya,Non Ac Sleeper,Madikeri,23:00:00,10 PM - 2 AM,Mandya,Karnataka,2.06,Moderate,Semi Urban,No,22:00:00,02:00:00,3,0
Mangaluru,Bengaluru,Multi Axle,Mysuru,23:00:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Non Ac Sleeper,Sakleshpura,23:10:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,23:15:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Dream class,Sakleshpura,23:15:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Dream class,Sakleshpura,23:20:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,23:30:00,10 PM - 2 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,22:00:00,02:00:00,5,0
Udupi,Mysuru,Multi Axle,Madikeri,23:45:00,10 PM - 2 AM,Mysore,Karnataka,3.42,Very High,Top Urban,No,22:00:00,02:00:00,5,0
