From,Destination,Service Class,Via Place,Time,Slot Label,District,State,Population_Millions,Urbanisation Level,Region_Type,Interstate_Flag,Start,End,Urban_Level_Num,Interstate_Flag_Num,Time_Score,Crowd_Risk_Score,Crowd_Risk_Level
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:03:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:06:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:09:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:12:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:15:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Subramanya,Karwar,Express,Kumta,11:15:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0,3,1.7919999999999998,Medium
Kundapura,Mysuru,Express,Madikeri,11:15:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,2.9259999999999997,Very High
Mangaluru,B.C.Road,Express,Farangipete,11:15:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:18:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Mudipu,Limited,Thokkottu,11:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:21:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:24:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",11:25:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:27:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kadur,Express,"BC Road, Belthangadi",11:30:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0,3,1.49,Low
Mangaluru,Mudipu,Limited,Thokkottu,11:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Adyar Padavu,Limited,Padil,11:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:30:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Dharmasthala,Karwar,Express,Kumta,11:30:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0,3,1.7919999999999998,Medium
Mangaluru,Subrahmanya,Limited,Uppinangadi,11:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Madikeri,Express,Puttur,11:30:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0,3,1.089,Very Low
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:34:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",11:35:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:38:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Bengaluru,Express,Sakleshpura,11:40:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:42:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Bengaluru,Volvo,Mysuru,11:45:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:46:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",11:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:50:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:55:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Birur,Express,"BC Road, Belthangadi",12:00:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0,3,1.49,Low
Mangaluru,Rehamathnagar,Limited,Thokkottu,12:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Tirupati,Multi Axle,Sakleshpura,12:00:00,10 AM - 2 PM,Tirupati,Andhra Pradesh,2.2,High,Mid Urban,Yes,10:00:00,14:00:00,4,1,3,2.5599999999999996,High
Mangaluru,Holenarasipur ,Express,Sakleshpura,12:00:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0,3,2.106,Moderate
Kundapura,Mysuru,Express,Madikeri,12:00:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,2.9259999999999997,Very High
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",12:10:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Mudipu,Limited,Thokkottu,12:15:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Belagavi,Express,Kumta,12:15:00,10 AM - 2 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,3.532,Very High
Mangaluru,Hassan,Express,"BC Road, Belthangadi",12:30:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0,3,2.106,Moderate
Mangaluru,Mudipu,Limited,Thokkottu,12:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,12:30:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Madikeri,Express,Puttur,12:30:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0,3,1.089,Very Low
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",12:35:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kadur,Express,"BC Road, Belthangadi",12:45:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0,3,1.49,Low
Mangaluru,Kateelu,Ordinary,Thokkottu,12:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Mumbai,Multi Axle,Kumta,12:45:00,10 AM - 2 PM,Mumbai Suburban,Maharashtra,10.4,Very High,Top Urban,Yes,10:00:00,14:00:00,5,1,3,5.220000000000001,Very High
Mangaluru,Arsikere,Express,Sakleshpura,12:45:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0,3,2.106,Moderate
Mangaluru,Kutta,Express,Puttur,12:45:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0,3,1.089,Very Low
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",12:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Mudipu,Limited,Thokkottu,12:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Chikkamagaluru,Express,"BC Road, Belthangadi",13:00:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0,3,1.49,Low
Mangaluru,Ghatterga,Express,Kumta,13:00:00,10 AM - 2 PM,Gulbarga,Karnataka,2.92,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,2.776,High
Mangaluru,Bengaluru,Express,Sakleshpura,13:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,13:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Subramanya,Limited,Uppinangadi,13:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Uppinangady,Limited,Uppinangadi,13:15:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Mysuru,Express,Madikeri,13:15:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,2.9259999999999997,Very High
Mangaluru,Parapu,Limited,Thokkottu,13:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Somwarpet,Express,Sakleshpura,13:20:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0,3,1.089,Very Low
Hubballi,Dharmasthala,Express,"BC Road, Belthangadi",13:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kadur,Express,"BC Road, Belthangadi",13:30:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0,3,1.49,Low
Mangaluru,Mudipu,Limited,Thokkottu,13:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mysuru,Gokarna,Express,Kumta,13:30:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0,3,1.7919999999999998,Medium
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",13:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Hassan,Express,"BC Road, Belthangadi",13:45:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0,3,2.106,Moderate
Mangaluru,Bengaluru,Express,Sakleshpura,13:45:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Subramanya,Limited,Uppinangadi,13:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",13:57:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1,3,1.708,Medium
Mangaluru,Kadur,Express,"BC Road, Belthangadi",14:00:00,2 PM - 6 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,14:00:00,18:00:00,1,0,3,1.49,Low
Mangaluru,Mudipu,Limited,Thokkottu,14:00:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:00:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Belagavi,Express,Kumta,14:00:00,2 PM - 6 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,14:00:00,18:00:00,5,0,3,3.532,Very High
Mangaluru,Tirupati,Multi Axle,Sakleshpura,14:00:00,2 PM - 6 PM,Tirupati,Andhra Pradesh,2.2,High,Mid Urban,Yes,14:00:00,18:00:00,4,1,3,2.5599999999999996,High
Mangaluru,Holenarasipur ,Express,Sakleshpura,14:00:00,2 PM - 6 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,14:00:00,18:00:00,3,0,3,2.106,Moderate
Kundapura,Mysuru,Rajahamsa,Madikeri,14:00:00,2 PM - 6 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,14:00:00,18:00:00,5,0,3,2.9259999999999997,Very High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:03:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:06:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:09:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:12:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Karwar,Dharmasthala,Express,"BC Road, Belthangadi",14:15:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:15:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Gokarna,Volvo,Kumta,14:15:00,2 PM - 6 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,14:00:00,18:00:00,2,0,3,1.7919999999999998,Medium
Mysuru,Kundapura,Express,Udupi,14:15:00,2 PM - 6 PM,Udupi,Karnataka,1.34,Low,Mid Rural,No,14:00:00,18:00:00,1,0,3,1.502,Low
Mangaluru,Madikeri,Express,Puttur,14:15:00,2 PM - 6 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,14:00:00,18:00:00,0,0,3,1.089,Very Low
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:18:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:21:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:24:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Rehamathnagar,Limited,Thokkottu,14:25:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:27:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Hosadurga,Express,"BC Road, Belthangadi",14:30:00,2 PM - 6 PM,Chitradurga,Karnataka,1.89,Medium,Semi Rural,No,14:00:00,18:00:00,2,0,3,1.867,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:30:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kalaburagi,Express,Kumta,14:30:00,2 PM - 6 PM,Gulbarga,Karnataka,2.92,Very High,Top Urban,No,14:00:00,18:00:00,5,0,3,2.776,High
Mangaluru,Bengaluru,Express,Sakleshpura,14:30:00,2 PM - 6 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,14:00:00,18:00:00,5,0,3,5.188000000000001,Very High
Mangaluru,Subramanya,Limited,Uppinangadi,14:30:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Madikeri,Express,Puttur,14:30:00,2 PM - 6 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,14:00:00,18:00:00,0,0,3,1.089,Very Low
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:33:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Mudipu,Limited,Thokkottu,14:35:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:36:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:39:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Kumta,Express,Kumta,14:40:00,2 PM - 6 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,14:00:00,18:00:00,2,0,3,1.7919999999999998,Medium
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:42:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",14:45:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:45:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
Mangaluru,Hassan,Express,Sakleshpura,14:45:00,2 PM - 6 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,14:00:00,18:00:00,3,0,3,2.106,Moderate
Mangaluru,Shishila,Ordinary,Uppinangadi,14:45:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Puttur,Express,B.C.Road,14:45:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0,3,2.4139999999999997,High
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:48:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1,3,1.708,Medium
